realization,selection_seed,subset_size_specimens,subset_images,specimen,nested_rank,material,subset_manifest,subset_manifest_sha256,material_counts_json,test_payload_accessed
R2,63002,28,896,1505_C_718_45_2cycle,7,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1457_C_718_0_2cycle,8,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1423_C_sus_90_2cycle,9,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1502_C_718_45_1cycle,10,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1392_C_sus_45_3cycle,11,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1441_C_718_0_1cycle,12,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1481_C_718_0_3cycle,13,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1443_C_718_0_1cycle,14,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1488_C_718_0_3cycle,15,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1493_C_718_45_1cycle,16,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1543_C_718_90_1cycle,17,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1495_C_718_45_1cycle,18,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1391_C_sus_45_3cycle,19,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1479_C_718_0_3cycle,20,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1381_C_sus_45_3cycle,21,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1382_C_sus_45_3cycle,22,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1515_C_718_45_2cycle,23,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1380_C_sus_45_3cycle,24,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1402_C_sus_90_1cycle,25,SUS,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1522_C_718_45_3cycle,26,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1540_C_718_90_1cycle,27,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,28,896,1451_C_718_0_1cycle,28,INCONEL,data/manifests/w14/R2_n28.csv,687cf4a5e50620a18c9d710a9f840456bc428b83e9464c86d03e9b7ba0354e9b,"{""INCONEL"": 19, ""SUS"": 9}",False
R2,63002,56,1792,1461_C_718_0_2cycle,1,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1386_C_sus_45_3cycle,2,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1456_C_718_0_1cycle,3,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1388_C_sus_45_3cycle,4,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1476_C_718_0_3cycle,5,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1548_C_718_90_1cycle,6,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1505_C_718_45_2cycle,7,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1457_C_718_0_2cycle,8,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1423_C_sus_90_2cycle,9,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1502_C_718_45_1cycle,10,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1392_C_sus_45_3cycle,11,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1441_C_718_0_1cycle,12,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1481_C_718_0_3cycle,13,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1443_C_718_0_1cycle,14,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1488_C_718_0_3cycle,15,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1493_C_718_45_1cycle,16,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1543_C_718_90_1cycle,17,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1495_C_718_45_1cycle,18,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1391_C_sus_45_3cycle,19,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1479_C_718_0_3cycle,20,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1381_C_sus_45_3cycle,21,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1382_C_sus_45_3cycle,22,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1515_C_718_45_2cycle,23,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1380_C_sus_45_3cycle,24,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1402_C_sus_90_1cycle,25,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1522_C_718_45_3cycle,26,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1540_C_718_90_1cycle,27,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1451_C_718_0_1cycle,28,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1447_C_718_0_1cycle,29,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1497_C_718_45_1cycle,30,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1444_C_718_0_1cycle,31,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1452_C_718_0_1cycle,32,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1469_C_718_0_2cycle,33,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1492_C_718_45_1cycle,34,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1394_C_sus_90_1cycle,35,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1499_C_718_45_1cycle,36,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1490_C_718_45_1cycle,37,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1489_C_718_45_1cycle,38,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1390_C_sus_45_3cycle,39,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1491_C_718_45_1cycle,40,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1455_C_718_0_1cycle,41,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1533_C_718_45_3cycle,42,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1525_C_718_45_3cycle,43,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1482_C_718_0_3cycle,44,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1474_C_718_0_3cycle,45,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1520_C_718_45_2cycle,46,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1438_C_sus_90_3cycle,47,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1523_C_718_45_3cycle,48,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1428_C_sus_90_3cycle,49,SUS,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1551_C_718_90_1cycle,50,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1501_C_718_45_1cycle,51,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1526_C_718_45_3cycle,52,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1480_C_718_0_3cycle,53,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1512_C_718_45_2cycle,54,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1475_C_718_0_3cycle,55,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R2,63002,56,1792,1542_C_718_90_1cycle,56,INCONEL,data/manifests/w14/R2_n56.csv,6260f34a21aafdcd57694ff7021031deb34146cad3ed1aa98e83c65413f36e85,"{""INCONEL"": 43, ""SUS"": 13}",False
R3,63003,14,448,1476_C_718_0_3cycle,1,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1380_C_sus_45_3cycle,2,SUS,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1456_C_718_0_1cycle,3,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1501_C_718_45_1cycle,4,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1489_C_718_45_1cycle,5,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1388_C_sus_45_3cycle,6,SUS,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1543_C_718_90_1cycle,7,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1548_C_718_90_1cycle,8,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1386_C_sus_45_3cycle,9,SUS,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1443_C_718_0_1cycle,10,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1483_C_718_0_3cycle,11,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1392_C_sus_45_3cycle,12,SUS,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1439_C_sus_90_3cycle,13,SUS,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,14,448,1457_C_718_0_2cycle,14,INCONEL,data/manifests/w14/R3_n14.csv,480e389d2a3ba47be6fc571d32bf3b1ff0037bcb891ce253cd04b9f849eedf66,"{""INCONEL"": 9, ""SUS"": 5}",False
R3,63003,28,896,1476_C_718_0_3cycle,1,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1380_C_sus_45_3cycle,2,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1456_C_718_0_1cycle,3,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1501_C_718_45_1cycle,4,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1489_C_718_45_1cycle,5,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1388_C_sus_45_3cycle,6,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1543_C_718_90_1cycle,7,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1548_C_718_90_1cycle,8,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1386_C_sus_45_3cycle,9,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1443_C_718_0_1cycle,10,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1483_C_718_0_3cycle,11,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1392_C_sus_45_3cycle,12,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1439_C_sus_90_3cycle,13,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1457_C_718_0_2cycle,14,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1493_C_718_45_1cycle,15,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1469_C_718_0_2cycle,16,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1441_C_718_0_1cycle,17,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1391_C_sus_45_3cycle,18,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1381_C_sus_45_3cycle,19,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1461_C_718_0_2cycle,20,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1419_C_sus_90_2cycle,21,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1491_C_718_45_1cycle,22,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1475_C_718_0_3cycle,23,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1394_C_sus_90_1cycle,24,SUS,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1521_C_718_45_3cycle,25,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
R3,63003,28,896,1451_C_718_0_1cycle,26,INCONEL,data/manifests/w14/R3_n28.csv,5a78afb26e6f1be656905a892ff81701435464b7094c825196a48b5cb39af0fd,"{""INCONEL"": 19, ""SUS"": 9}",False
